id,environment,key,expiry,keyFetchedFromVault
1,mainnet,PRODUCTION_MAINNET_CLIENT_APP_CERTS,2026-06-22T22:27:00Z,true
2,mainnet,PRODUCTION_MAINNET_TLS_CERTS,2038-07-10T15:24:00Z,true
3,mainnet,PRODUCTION_MAINNET_KALP_GATEWAY_ADMIN_CERTS,2027-01-20T10:43:00Z,true
4,mainnet,SDK_SUPER_ADMIN_MAINNET_CERTS,2026-03-26T17:51:00Z,true
